Movie Name,IMDB Rating,Budget (Million $),Revenue (Million $),Avg User Watch Time (Minutes),Type
Midnight Legacy,6.1,149.8,138.7,106.4,Series
Eternal Truth,8.7,145.5,144.1,71.8,Movie
Midnight Saga,6.8,111.0,127.1,166.6,Movie
Dark War,7.4,82.2,279.7,114.8,Series
Broken Chronicles,8.2,283.9,1303.7,76.6,Movie
Eternal Chronicles,7.3,96.0,404.8,90.3,Movie
Secret Destiny,5.6,20.0,98.5,147.0,Movie
Broken Empire,6.3,51.0,158.2,154.3,Series
Final Saga,8.2,257.3,1241.9,65.0,Series
Shadow War,5.4,176.4,330.3,67.2,Series
Broken Code,5.5,233.9,560.6,170.1,Movie
Dark Chronicles,3.6,242.8,554.1,99.7,Series
Midnight Empire,8.9,247.1,176.2,83.2,Movie
Eternal Legacy,3.6,165.6,701.1,74.8,Series
Eternal Reckoning,7.2,54.0,33.0,117.1,Movie
Dark Reckoning,5.7,45.3,171.4,152.5,Movie
Hidden Code,5.6,172.6,402.5,122.5,Movie
Midnight Destiny,7.4,110.6,58.4,62.5,Series
Hidden Code,3.4,167.9,303.0,118.1,Series
Dark Legacy,6.9,150.0,308.6,97.4,Movie
Broken Reckoning,8.0,181.1,876.7,141.9,Movie
Eternal War,8.4,10.6,36.8,122.8,Movie
Eternal Empire,4.1,10.8,31.8,175.8,Movie
Dark Prophecy,8.8,216.8,232.4,131.8,Movie
Dark Saga,7.3,58.7,132.7,135.9,Series
Lost Chronicles,8.7,196.0,129.5,122.4,Series
Shadow Code,6.2,164.4,645.7,97.3,Movie
Lost Prophecy,6.5,294.6,363.1,135.7,Series
Hidden Saga,9.0,250.8,796.3,99.9,Movie
Lost Truth,8.8,124.5,454.1,146.1,Series
Hidden Prophecy,5.9,185.3,398.3,88.4,Series
Final Code,4.8,36.1,120.8,104.1,Movie
Secret Truth,5.6,116.5,458.9,130.0,Movie
Dark Saga,5.5,220.4,292.8,135.4,Movie
Dark Code,4.9,187.2,599.8,140.2,Movie
Secret War,4.7,145.9,554.8,144.0,Series
Stranger Chronicles,8.6,53.8,113.3,98.2,Movie
Secret Reckoning,3.5,241.1,296.8,167.1,Movie
Stranger Code,7.4,82.7,147.8,63.6,Movie
Eternal Reckoning,4.1,246.3,1157.3,82.6,Movie
Shadow Code,5.2,183.9,387.8,68.4,Movie
Final Truth,3.4,112.4,110.7,140.6,Movie
Lost Saga,4.8,13.1,11.4,92.8,Series
Hidden Destiny,8.0,70.5,92.5,83.9,Series
Midnight Destiny,8.8,266.8,286.5,117.7,Movie
Final Chronicles,4.4,245.6,669.9,134.3,Movie
Shadow Reckoning,6.0,172.9,356.9,134.3,Movie
Lost Empire,6.1,140.4,601.8,126.9,Series
Shadow Code,8.7,194.5,868.4,179.0,Series
Shadow Truth,8.0,140.4,369.2,163.2,Movie
Stranger Chronicles,6.3,193.6,870.9,88.7,Movie
Hidden Empire,7.4,92.9,234.8,151.0,Movie
Stranger Legacy,8.5,251.7,853.0,128.3,Movie
Midnight Empire,3.1,210.9,259.7,68.5,Series
Final Reckoning,5.6,99.7,73.4,65.9,Series
Shadow Saga,8.9,249.4,304.4,156.0,Series
Midnight Saga,7.8,146.7,239.6,125.4,Movie
Stranger Destiny,6.5,53.2,206.4,128.6,Movie
Final Code,6.4,24.2,31.0,100.4,Series
Midnight Truth,5.3,210.2,228.7,171.6,Movie
Shadow Empire,6.4,259.7,1213.9,145.6,Movie
Midnight Prophecy,7.3,242.4,872.5,171.3,Movie
Lost Code,5.7,197.0,518.1,71.9,Movie
Lost Destiny,7.6,43.3,40.2,130.0,Movie
Hidden Legacy,8.6,29.1,126.1,136.5,Movie
Secret Prophecy,4.0,104.2,102.9,75.1,Movie
Final Empire,5.9,256.6,833.9,101.6,Series
Stranger Destiny,5.7,288.6,1011.4,85.8,Movie
Lost Reckoning,7.5,73.2,168.4,178.1,Series
Broken Empire,4.6,228.9,1053.0,125.2,Series
Midnight Prophecy,7.2,172.6,125.7,97.8,Movie
Broken Legacy,8.7,10.5,43.9,139.7,Movie
Lost Prophecy,5.7,163.3,488.6,139.1,Series
Stranger Reckoning,8.9,242.0,786.6,101.7,Series
Dark Truth,9.5,83.6,413.0,179.3,Movie
Lost War,3.7,269.3,840.7,157.1,Series
Final Chronicles,4.5,71.6,292.6,108.0,Movie
Eternal Prophecy,9.2,23.9,28.5,139.2,Movie
Secret Truth,9.2,48.8,202.1,145.3,Series
Eternal Reckoning,3.6,251.3,986.3,80.9,Movie
Midnight Legacy,3.1,125.8,610.9,165.4,Movie
Stranger Legacy,4.0,239.3,1127.3,159.1,Movie
Lost Legacy,9.5,159.8,233.8,150.7,Movie
Midnight Code,4.2,144.7,375.1,86.7,Movie
Eternal Empire,6.3,242.3,1115.0,76.3,Movie
Final Reckoning,8.5,127.6,431.7,81.7,Movie
Hidden Chronicles,3.1,240.8,622.9,71.2,Movie
Midnight Saga,6.9,31.1,30.8,172.8,Movie
Dark Chronicles,4.8,191.3,398.5,162.2,Movie
Midnight Destiny,8.6,211.1,737.5,70.9,Movie
Secret Destiny,4.8,269.8,1078.2,141.4,Movie
Dark Code,7.5,68.1,171.1,89.5,Movie
Eternal Chronicles,7.4,181.7,136.5,62.1,Movie
Shadow War,4.4,130.5,437.1,95.1,Movie
Stranger Code,3.2,115.4,536.3,112.8,Movie
Secret Saga,5.7,32.9,89.9,62.4,Movie
Lost Legacy,4.9,41.1,192.3,98.8,Movie
Lost Saga,8.3,251.3,526.1,144.0,Movie
Midnight Chronicles,8.2,225.2,1010.8,87.4,Movie
Stranger Code,6.0,115.3,465.6,118.2,Movie
Shadow Empire,6.9,248.7,1200.7,166.5,Movie
Shadow Prophecy,6.9,25.1,101.9,63.4,Series
Hidden Prophecy,8.4,187.8,365.6,154.3,Movie
Final Saga,5.8,260.6,1186.4,106.1,Movie
Stranger Saga,4.8,251.8,884.8,124.9,Movie
Eternal Empire,4.7,112.5,138.3,87.7,Series
Stranger Prophecy,6.5,223.8,158.2,129.5,Movie
Stranger Code,5.9,128.8,276.4,147.7,Series
Midnight Legacy,5.9,252.2,1019.1,84.2,Movie
Secret War,3.6,159.7,524.1,101.2,Series
Dark Truth,7.7,229.7,659.7,128.1,Movie
Lost Chronicles,4.4,24.5,12.7,110.0,Movie
Stranger Empire,4.3,177.4,436.4,95.2,Movie
Final Prophecy,5.7,165.5,200.2,114.2,Series
Dark Legacy,4.5,183.4,466.9,94.9,Movie
Shadow Code,6.8,209.0,1037.3,96.2,Movie
Secret Truth,5.4,275.5,1228.2,133.3,Movie
Shadow Destiny,5.9,235.9,447.7,117.2,Movie
Hidden Reckoning,6.5,66.7,211.5,141.2,Series
Midnight Prophecy,4.3,247.9,684.1,160.5,Movie
Midnight Empire,4.0,37.5,40.7,173.2,Movie
Lost War,8.7,187.0,926.4,78.2,Movie
Midnight Legacy,5.8,264.9,639.3,135.1,Movie
Midnight Destiny,5.7,31.2,86.6,129.9,Series
Stranger Chronicles,3.2,255.1,871.0,164.0,Movie
Broken Reckoning,6.2,239.8,326.6,167.5,Movie
Broken Legacy,6.6,151.6,227.4,151.3,Movie
Shadow Reckoning,6.6,93.4,127.6,131.5,Movie
Shadow Empire,7.6,122.2,272.5,83.9,Movie
Dark Reckoning,4.2,290.6,406.4,93.2,Movie
Dark Legacy,4.6,61.3,286.2,132.3,Series
Final Truth,8.3,174.3,647.4,76.7,Series
Final Prophecy,9.2,25.9,117.6,82.1,Movie
Final Truth,3.9,66.2,285.9,169.4,Movie
Broken Empire,6.2,229.2,839.8,174.8,Series
Stranger Prophecy,4.4,91.5,145.7,60.6,Movie
Eternal Reckoning,3.4,295.7,966.6,163.5,Movie
Final Saga,5.1,150.7,201.7,172.6,Movie
Eternal Reckoning,3.9,155.4,170.3,123.1,Movie
Stranger War,7.6,11.9,39.8,113.9,Movie
Hidden Destiny,6.5,287.0,950.2,170.3,Movie
Secret Saga,3.9,53.1,64.0,60.9,Movie
Stranger Prophecy,3.1,162.0,337.9,160.9,Movie
Midnight Code,8.3,119.3,95.2,95.6,Movie
Dark War,4.1,125.3,466.2,136.9,Movie
Stranger Truth,6.9,193.3,955.6,98.8,Movie
Hidden Empire,5.2,199.0,762.1,122.8,Movie
Stranger Reckoning,6.8,47.1,202.5,157.0,Movie
Hidden Prophecy,5.1,150.4,397.6,81.8,Movie
Eternal Reckoning,3.6,237.4,220.8,139.7,Movie
Midnight Reckoning,4.4,133.5,503.3,167.8,Movie
Final Empire,4.2,50.6,83.7,168.1,Movie
Hidden Code,5.8,94.7,212.8,167.3,Movie
Broken Reckoning,7.3,64.5,236.3,122.2,Movie
Final Legacy,4.7,38.6,176.5,152.1,Series
Dark Saga,3.1,113.9,306.2,113.6,Movie
Secret Legacy,6.4,162.7,785.4,115.2,Movie
Midnight Legacy,6.9,22.8,64.7,94.1,Movie
Lost Prophecy,9.3,181.5,190.8,94.2,Series
Midnight Reckoning,6.8,297.9,843.9,64.5,Series
Midnight Reckoning,6.1,289.3,1265.1,123.8,Movie
Hidden Code,6.7,248.9,727.1,97.1,Series
Stranger Chronicles,9.0,80.6,311.5,82.5,Movie
Final Saga,8.4,7.7,22.8,74.6,Movie
Midnight Saga,5.1,250.2,739.9,101.6,Series
Shadow Truth,4.5,17.7,31.5,167.9,Series
Lost Reckoning,4.7,62.5,87.9,122.0,Movie
Dark Destiny,6.3,163.8,287.5,126.8,Series
Secret Legacy,7.8,54.3,134.9,66.5,Movie
Broken Saga,6.3,250.3,1037.0,122.4,Series
Eternal Reckoning,3.4,233.4,987.4,140.1,Series
Lost Legacy,7.7,227.0,280.4,78.1,Series
Lost War,8.2,245.0,732.0,178.0,Movie
Eternal Code,4.9,66.7,158.2,169.8,Series
Final Prophecy,7.3,218.9,671.9,179.2,Series
Eternal Legacy,5.8,107.2,366.0,103.2,Movie
Dark Reckoning,8.8,200.4,352.4,158.7,Movie
Lost Chronicles,8.5,37.5,173.9,99.4,Movie
Stranger Truth,6.4,212.0,998.4,149.9,Movie
Broken Destiny,7.5,291.7,284.1,173.7,Movie
Lost Destiny,8.7,14.0,51.3,78.6,Movie
Dark Code,6.2,29.1,18.9,76.8,Movie
Final Legacy,5.0,38.0,27.0,72.5,Movie
Midnight Saga,7.9,129.7,623.9,155.8,Movie
Dark Destiny,4.4,87.9,318.8,140.0,Movie
Final War,5.5,242.3,475.0,122.7,Movie
Eternal Destiny,8.6,142.7,501.5,152.9,Movie
Stranger Truth,7.7,145.9,628.3,162.0,Movie
Broken Prophecy,5.6,215.4,951.9,173.9,Movie
Lost War,4.4,109.2,64.7,84.2,Movie
Lost Chronicles,5.3,106.6,445.8,113.0,Series
Midnight Reckoning,4.8,227.3,986.3,170.8,Movie
Secret Legacy,4.1,234.2,744.8,115.4,Movie
Broken Empire,7.8,5.3,14.1,118.5,Series
Shadow Empire,4.6,44.0,44.0,173.1,Movie
Stranger Legacy,6.0,64.7,102.1,148.2,Movie
Midnight War,5.5,106.1,287.2,126.2,Movie
Secret Legacy,9.4,88.1,387.0,102.9,Movie
Midnight Reckoning,5.5,200.9,826.5,169.8,Movie
Broken Chronicles,3.5,248.6,679.1,61.1,Movie
Final Reckoning,3.6,58.4,235.7,98.5,Movie
Hidden Code,6.8,169.3,668.0,173.5,Movie
Midnight Saga,6.9,111.0,344.7,119.8,Series
Final Reckoning,5.7,152.2,227.0,134.9,Series
Shadow Destiny,5.8,186.6,385.5,123.9,Movie
Broken Prophecy,3.4,268.2,332.1,107.7,Series
Eternal Destiny,6.4,58.5,31.1,139.8,Movie
Midnight Chronicles,6.3,27.0,23.3,152.0,Movie
Stranger Empire,4.0,188.5,738.6,103.7,Series
Shadow War,3.7,118.8,77.3,130.9,Series
Secret Prophecy,3.8,49.7,114.3,69.9,Series
Midnight Prophecy,3.7,36.0,177.7,125.7,Series
Hidden Chronicles,7.0,168.1,685.6,149.7,Movie
Dark Legacy,4.3,90.8,352.1,130.2,Movie
Hidden Code,4.6,299.2,519.5,165.4,Movie
Stranger Reckoning,4.1,122.4,414.7,94.3,Series
Lost Chronicles,9.2,64.5,177.0,119.0,Movie
Final Truth,8.6,189.0,625.1,70.5,Movie
Eternal Reckoning,4.5,74.0,182.1,144.0,Movie
Final Prophecy,5.1,148.7,429.6,113.1,Series
Hidden Legacy,4.4,145.3,718.9,123.6,Movie
Hidden Truth,6.2,136.6,270.7,75.4,Movie
Secret War,3.1,239.0,352.3,179.7,Series
Shadow Chronicles,7.4,65.8,165.7,152.6,Movie
Midnight Legacy,6.4,271.4,776.1,108.1,Series
Midnight War,8.8,237.6,210.4,128.4,Movie
Broken Legacy,4.1,100.6,415.2,134.2,Series
Stranger Empire,8.2,55.0,132.0,175.3,Series
Stranger Destiny,8.1,84.6,199.6,152.2,Series
Hidden Prophecy,3.8,100.5,348.2,102.0,Movie
Dark Saga,5.6,167.5,666.6,177.3,Movie
Eternal Code,4.1,14.9,73.6,96.2,Series
Broken War,4.7,274.4,351.5,129.2,Series
Midnight Prophecy,4.7,30.5,62.7,144.1,Movie
Final Code,6.6,84.5,106.2,92.5,Movie
Lost Prophecy,5.7,33.7,150.4,174.8,Series
Dark Destiny,9.2,77.7,230.6,85.9,Movie
Dark War,3.8,251.5,1090.5,113.0,Series
Hidden Reckoning,9.3,184.9,912.2,81.6,Movie
Hidden Legacy,4.5,69.0,205.3,165.0,Movie
Stranger Empire,8.0,261.7,270.0,86.6,Series
Broken Empire,5.2,240.4,511.0,64.2,Movie
Stranger Truth,3.9,226.3,150.0,64.7,Movie
Stranger Chronicles,8.6,254.4,1099.5,109.7,Series
Stranger Truth,5.0,186.3,108.1,122.7,Movie
Final Saga,7.3,150.9,477.6,65.0,Movie
Eternal Code,6.7,112.8,110.3,71.1,Movie
Secret Empire,6.1,67.9,36.3,71.7,Movie
Eternal Reckoning,6.2,167.7,277.2,140.2,Series
Broken Chronicles,7.8,267.0,796.6,96.0,Movie
Dark Reckoning,3.6,178.6,149.6,127.5,Series
Broken Empire,7.3,276.0,901.7,68.8,Movie
Broken Chronicles,8.8,107.7,379.5,167.1,Movie
Eternal War,3.4,208.8,1015.5,96.5,Movie
Hidden Saga,3.9,195.0,886.8,153.4,Movie
Final Empire,7.7,201.5,614.7,159.2,Series
Hidden Chronicles,5.8,193.9,789.2,178.5,Movie
Stranger War,5.6,67.3,143.8,148.9,Movie
Final Destiny,3.9,43.9,137.7,113.1,Movie
Eternal Reckoning,6.3,293.6,679.7,78.3,Movie
Eternal Legacy,3.8,14.5,29.2,65.7,Movie
Final Truth,6.1,140.9,531.8,166.4,Movie
Eternal Saga,8.0,128.1,235.1,113.6,Movie
Final War,4.7,108.6,240.3,150.0,Movie
Stranger War,6.1,234.8,505.4,119.6,Movie
Hidden Legacy,9.4,223.9,988.9,165.6,Series
Midnight Saga,7.5,271.7,344.2,150.0,Movie
Final Legacy,8.5,119.3,264.4,70.3,Movie
Hidden War,5.7,169.7,762.9,150.3,Movie
Midnight Code,8.0,267.8,152.3,92.0,Movie
Broken Code,3.3,298.2,1421.0,152.8,Movie
Stranger Saga,3.8,290.8,1321.7,173.8,Movie
Lost Chronicles,4.3,215.6,513.2,171.6,Series
Final Prophecy,5.6,43.8,150.6,75.0,Movie
Shadow Empire,8.5,7.9,39.2,66.6,Series
Secret Legacy,5.3,247.7,742.4,153.2,Movie
Hidden Saga,7.3,252.4,236.3,145.2,Movie
Dark Prophecy,7.6,224.2,973.3,81.1,Series
Shadow Saga,6.8,84.7,93.5,142.1,Movie
Lost Chronicles,5.3,192.3,318.8,61.9,Movie
Secret Legacy,6.8,95.6,423.6,135.7,Movie
Shadow Legacy,5.2,135.7,224.2,159.9,Series
Secret War,3.5,115.3,444.2,137.0,Movie
Broken Saga,9.5,274.2,689.5,67.8,Series
Shadow Prophecy,3.8,71.0,278.2,178.9,Movie
Final Chronicles,3.5,173.7,268.5,102.7,Movie
Eternal Truth,8.7,108.9,260.1,105.7,Movie
Lost War,5.0,199.3,385.0,70.2,Movie
Final Destiny,7.2,169.8,275.2,80.1,Movie
Stranger Reckoning,5.1,277.3,531.0,92.5,Movie
Lost War,5.5,31.4,61.3,155.9,Movie
Secret Empire,4.7,67.0,321.5,143.0,Movie
Shadow Prophecy,5.2,230.1,667.2,130.0,Movie
Broken Empire,5.7,111.3,287.1,163.7,Movie
Final Chronicles,7.7,50.6,139.9,179.7,Movie
Eternal Reckoning,6.3,151.5,754.9,106.2,Movie
Hidden Empire,9.1,196.0,674.5,106.9,Series
Stranger Reckoning,3.3,14.4,52.8,148.3,Movie
Final Chronicles,6.3,88.2,168.6,137.3,Movie
Lost War,6.8,243.0,637.1,61.6,Movie
Eternal Code,9.0,156.6,208.0,138.7,Movie
Secret Code,3.3,11.6,41.6,146.4,Movie
Eternal War,6.7,85.3,174.9,178.3,Movie
Hidden Truth,8.5,192.1,742.9,130.4,Series
Eternal Prophecy,4.6,60.6,88.4,142.1,Movie
Stranger Destiny,8.7,248.4,575.2,154.6,Series
Stranger Saga,3.1,203.3,532.7,71.5,Movie
Eternal Code,7.8,141.9,177.3,148.2,Series
Lost Prophecy,9.1,274.8,223.5,125.6,Movie
Secret Destiny,7.3,118.1,227.6,72.0,Movie
Shadow Destiny,5.9,71.3,210.5,140.4,Movie
Lost Saga,3.3,198.8,683.3,88.1,Movie
Lost Prophecy,9.0,172.4,416.1,124.5,Movie
Stranger Code,6.1,101.2,278.4,93.7,Movie
Midnight Truth,3.2,103.8,305.6,72.5,Movie
Shadow Prophecy,7.5,120.1,336.7,90.1,Movie
Eternal Chronicles,6.1,88.1,79.9,112.7,Movie
Dark Legacy,3.8,213.4,495.6,119.3,Series
Hidden Empire,4.4,195.8,277.9,77.8,Movie
Hidden Code,3.4,132.8,385.4,98.5,Movie
Shadow Truth,6.7,120.0,469.4,163.1,Series
Lost Truth,7.0,110.2,342.5,169.2,Movie
Final Code,6.3,85.8,128.5,124.2,Movie
Dark Saga,8.3,26.6,38.2,118.8,Movie
Lost War,8.6,81.2,54.1,129.8,Movie
Shadow Code,7.0,97.0,234.6,85.7,Movie
Dark Chronicles,3.1,164.8,403.4,179.2,Movie
Final Chronicles,7.5,232.4,363.5,149.4,Movie
Broken Chronicles,5.7,119.3,469.9,88.6,Movie
Hidden Chronicles,6.7,283.5,634.8,92.7,Series
Secret Destiny,7.2,248.4,872.5,137.8,Series
Hidden Legacy,5.3,295.5,998.9,98.7,Series
Stranger Truth,9.0,263.0,847.2,102.6,Movie
Dark Saga,3.9,185.4,850.3,153.7,Movie
Broken Empire,7.4,179.9,102.8,92.0,Series
Shadow Empire,3.0,39.7,32.0,144.6,Series
Dark Truth,9.0,217.0,813.7,172.2,Movie
Hidden Empire,3.7,180.5,377.4,74.9,Series
Lost Truth,3.6,152.6,753.7,77.3,Movie
Hidden Saga,5.2,208.3,307.0,173.1,Movie
Secret Prophecy,5.4,133.8,177.3,84.4,Movie
Shadow Reckoning,4.4,157.6,496.0,62.5,Movie
Final Chronicles,6.8,120.1,211.1,164.2,Movie
Midnight Code,5.9,215.5,437.9,93.9,Movie
Lost Legacy,3.2,263.1,1222.0,95.8,Movie
Lost Saga,5.1,252.4,156.0,87.2,Movie
Eternal Legacy,8.3,236.0,682.2,170.1,Movie
Broken Empire,7.5,5.1,10.2,152.9,Series
Shadow Saga,7.7,273.7,563.0,131.6,Movie
Midnight Saga,7.5,83.2,134.4,114.4,Movie
Stranger Chronicles,5.0,266.5,295.0,77.2,Movie
Shadow Destiny,3.6,59.9,39.2,171.1,Movie
Secret War,4.8,132.5,655.2,150.0,Movie
Stranger Code,8.4,225.1,781.5,93.5,Movie
Shadow Reckoning,9.4,192.4,769.1,173.7,Movie
Final Prophecy,6.2,125.4,99.4,172.2,Movie
Lost Destiny,3.1,203.9,115.6,139.1,Series
Secret Prophecy,3.9,165.1,528.5,178.2,Movie
Lost Prophecy,5.1,83.4,313.4,82.5,Movie
Midnight Prophecy,6.8,194.3,442.4,147.8,Series
Eternal War,3.5,62.1,139.4,78.3,Movie
Dark Chronicles,9.1,208.5,465.0,143.0,Series
Broken Chronicles,5.4,1.9,2.3,170.4,Movie
Broken Legacy,8.9,165.1,642.7,124.3,Series
Stranger Chronicles,8.1,120.9,177.5,151.6,Movie
Eternal Destiny,7.9,91.6,179.5,77.2,Series
Hidden Legacy,6.9,155.2,546.4,136.0,Movie
Lost Destiny,7.1,193.9,97.0,67.6,Movie
Midnight Empire,7.1,289.6,1143.4,64.4,Movie
Lost Legacy,7.1,250.1,1136.9,136.1,Movie
Lost Destiny,6.6,215.4,157.7,128.7,Series
Final Truth,9.4,144.2,456.0,99.5,Movie
Dark Reckoning,7.8,118.3,276.6,121.6,Movie
Eternal Saga,8.1,10.7,9.1,142.1,Movie
Secret Code,8.7,108.4,387.0,137.4,Movie
Hidden Prophecy,4.4,254.7,829.2,68.8,Movie
Shadow War,3.5,115.8,392.8,141.4,Movie
Final War,6.1,139.0,578.3,139.1,Series
Final Chronicles,6.3,82.3,147.4,140.4,Movie
Lost Legacy,8.4,83.0,294.4,161.7,Series
Secret Chronicles,5.9,19.5,75.0,129.2,Movie
Broken Prophecy,6.7,184.5,232.4,172.5,Movie
Lost Reckoning,6.4,135.0,648.9,177.6,Movie
Final Truth,3.2,182.2,369.9,150.2,Movie
Hidden Destiny,7.0,164.5,610.6,103.0,Movie
Secret Truth,8.4,239.9,934.0,77.2,Movie
Final Prophecy,4.0,225.6,624.5,158.4,Series
Dark Empire,6.9,231.7,250.1,77.6,Series
Stranger Prophecy,6.9,150.3,261.6,77.5,Movie
Lost Destiny,4.1,106.8,166.0,170.3,Movie
Stranger Truth,3.8,280.1,793.8,127.2,Series
Dark Prophecy,9.4,17.2,28.8,95.2,Movie
Midnight Prophecy,5.6,46.6,138.0,175.6,Series
Secret Code,4.5,126.5,227.3,144.9,Movie
Stranger War,4.1,184.6,93.1,124.2,Series
Secret Chronicles,7.3,3.5,7.5,99.5,Movie
Hidden Empire,7.0,216.1,698.2,141.2,Movie
Midnight Code,7.2,168.1,669.3,147.7,Movie
Lost Truth,3.6,145.9,91.6,145.5,Movie
Shadow Prophecy,8.8,127.6,212.1,83.4,Movie
Hidden War,5.5,156.3,771.3,143.7,Movie
Secret Code,5.0,49.4,82.9,129.8,Series
Final Saga,6.0,33.5,133.9,162.0,Series
Dark War,5.5,87.6,244.6,135.0,Series
Final War,8.6,213.1,223.7,77.6,Movie
Shadow War,9.0,176.9,600.6,98.2,Movie
Stranger Truth,5.0,144.6,701.1,149.3,Movie
Secret Prophecy,8.6,171.9,772.0,148.8,Series
Dark Truth,8.1,168.2,606.6,86.7,Movie
Shadow Truth,9.1,92.8,260.3,102.6,Movie
Shadow Destiny,4.6,30.1,58.3,61.8,Series
Broken Saga,6.8,269.1,566.8,99.8,Movie
Eternal Saga,4.8,180.4,371.3,63.2,Movie
Secret Empire,8.4,209.6,974.5,164.7,Movie
Final Saga,3.0,139.7,202.7,140.0,Series
Lost Chronicles,6.7,227.2,500.1,176.3,Series
Midnight Empire,5.2,175.8,429.6,167.0,Movie
Shadow Chronicles,5.1,17.1,40.0,132.4,Movie
Stranger Reckoning,7.2,267.1,138.6,120.4,Series
Hidden Truth,8.5,92.4,158.9,166.0,Movie
Eternal Legacy,7.0,42.2,115.8,95.8,Movie
Hidden Reckoning,8.5,27.3,107.1,86.8,Movie
Broken Destiny,4.7,216.4,662.8,109.2,Movie
Shadow Saga,6.4,211.5,472.0,66.4,Series
Shadow Reckoning,5.9,210.3,734.6,96.2,Movie
Lost Truth,3.1,274.8,960.8,70.0,Movie
Shadow Empire,6.6,105.3,170.1,66.3,Series
Hidden Saga,7.3,168.8,163.2,126.2,Movie
Stranger Legacy,6.8,186.2,766.1,145.0,Series
Broken Truth,7.8,293.9,847.6,124.4,Series
Hidden Empire,6.7,94.4,122.2,68.5,Movie
Hidden Code,3.4,286.9,481.8,107.4,Movie
Secret Chronicles,3.8,45.5,179.7,73.3,Movie
Eternal Code,6.9,229.4,789.1,138.0,Movie
Midnight Legacy,4.8,190.2,904.1,159.2,Movie
Hidden Destiny,3.5,245.3,635.9,74.0,Movie
Eternal Empire,5.8,9.6,7.1,68.0,Movie
Broken Saga,6.6,24.4,89.1,108.7,Movie
Lost Truth,5.1,21.8,35.9,96.4,Movie
Eternal War,7.7,178.3,349.0,91.3,Movie
Hidden War,7.2,181.3,251.1,85.4,Series
Final Empire,5.2,271.9,513.9,98.0,Series
Stranger Code,7.9,140.8,596.0,175.8,Series
Midnight Reckoning,7.2,21.3,65.9,162.9,Movie
Final Truth,7.1,63.6,63.0,132.2,Movie
Final Saga,6.6,3.4,10.7,156.1,Movie
Shadow Legacy,3.1,233.2,781.5,61.8,Movie
Dark Reckoning,7.5,244.9,1097.6,73.4,Series
Broken Prophecy,5.4,299.4,1307.9,95.1,Movie
Eternal Prophecy,9.1,124.2,97.2,137.3,Movie
Shadow War,8.3,6.8,29.9,166.0,Movie
Shadow Reckoning,6.8,71.2,51.9,87.7,Movie
Secret Saga,4.6,176.7,210.9,76.7,Series
Lost Legacy,4.3,288.6,289.2,161.8,Movie
Secret Reckoning,5.2,32.0,42.2,109.1,Movie
Stranger Prophecy,6.1,37.4,153.9,143.9,Movie
Secret Prophecy,4.9,210.8,756.3,125.8,Series
Lost Code,6.3,200.5,720.1,81.1,Series
Final Chronicles,4.1,75.9,352.9,144.1,Movie
Dark Reckoning,9.4,244.1,552.5,110.5,Movie
Midnight Truth,3.7,39.5,20.3,94.5,Movie
Dark Chronicles,9.1,277.8,938.7,168.3,Series
Stranger Saga,8.9,61.1,269.2,60.7,Movie
Secret Saga,6.4,25.3,123.8,108.6,Series
Lost Truth,7.7,102.5,219.1,96.1,Movie
Final Chronicles,5.8,57.2,240.2,66.5,Movie
Secret Saga,7.1,158.6,685.4,69.7,Movie
Dark War,5.2,206.4,237.4,80.7,Movie
Stranger Empire,5.0,147.8,493.9,120.6,Series
Lost War,6.8,198.5,253.9,93.9,Movie
Stranger Empire,6.2,110.1,276.3,160.5,Series
Eternal Truth,6.8,9.3,41.4,88.8,Series
Hidden Code,4.9,292.2,1184.2,146.4,Movie
Final Saga,5.4,246.0,754.4,85.2,Movie
Shadow Prophecy,3.5,23.0,95.2,65.1,Movie
Stranger Legacy,3.3,135.3,160.7,91.8,Series
Shadow Legacy,4.6,190.9,262.9,160.5,Series
Hidden Legacy,3.5,58.0,83.5,69.9,Movie
Midnight Reckoning,3.7,173.8,693.8,101.3,Movie
Secret Saga,8.3,160.6,724.2,61.0,Movie
Eternal Destiny,3.3,63.3,192.0,135.6,Series
Shadow Empire,7.3,43.2,207.8,173.1,Series
Shadow Saga,4.8,227.9,860.6,106.1,Movie
Eternal Legacy,8.7,97.5,296.1,129.2,Series
Shadow Truth,6.2,74.0,240.7,114.3,Series
Stranger Destiny,5.0,221.6,958.0,176.8,Movie
Lost Destiny,6.4,221.1,200.3,148.3,Movie
Final Saga,5.5,83.6,105.0,65.3,Series
Secret Chronicles,6.7,261.9,444.8,73.0,Series
Final Destiny,3.7,206.8,936.1,116.5,Movie
Hidden Code,9.5,104.4,496.1,135.8,Movie
Secret Legacy,5.8,128.8,270.8,94.8,Movie
Lost Chronicles,5.3,218.3,1016.7,141.0,Movie
Secret Saga,7.6,64.3,190.4,129.2,Series
Secret Legacy,5.4,141.2,371.3,112.2,Movie
Eternal War,8.4,196.4,834.2,129.9,Series
Final Code,6.0,162.3,480.0,170.0,Movie
Final Code,7.7,182.9,465.5,89.2,Movie
Eternal Truth,3.7,164.3,94.0,154.9,Movie
Hidden Reckoning,8.5,60.6,33.8,61.4,Movie
Lost Chronicles,7.8,123.7,411.2,70.2,Series
Dark War,4.4,160.1,132.9,174.0,Movie
Final Saga,3.9,234.2,893.8,143.7,Series
